empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,left
2513,0.22,0.81,5,205,4,0,0,low,0
2514,0.9,0.88,4,174,3,0,0,low,0
2515,0.7,0.63,3,155,4,1,0,low,0
2516,0.73,0.85,5,245,3,0,0,low,0
2517,0.84,0.87,3,271,3,0,0,low,0
2518,0.55,0.63,5,184,4,0,0,medium,0
2519,0.63,0.98,4,175,2,0,0,medium,0
2520,0.51,0.92,3,224,3,0,0,medium,0
2521,0.81,0.76,4,177,3,0,0,medium,0
2522,0.8,0.96,4,268,3,0,0,medium,0
2523,0.99,0.97,4,208,3,0,0,medium,0
2524,0.9,0.87,5,219,2,0,0,medium,0
2525,0.65,0.67,5,128,5,0,0,medium,0
2526,0.75,0.75,3,273,3,0,0,medium,0
2527,0.62,0.49,4,218,4,0,0,medium,0
2528,0.61,0.63,5,230,3,0,0,medium,0
2529,0.24,0.6,4,195,5,0,0,medium,0
2530,0.71,0.63,3,254,3,1,0,high,0
2531,0.49,0.8,2,275,2,0,0,low,0
2532,0.44,0.66,3,162,2,0,0,medium,0
2533,0.75,0.87,4,193,3,0,0,medium,0
2534,0.74,0.84,3,239,4,0,0,medium,0
2535,0.62,0.87,5,149,3,0,0,medium,0
2536,0.51,0.58,3,155,3,0,0,low,0
2537,0.61,0.59,5,271,2,0,0,low,0
2538,0.56,0.49,5,163,3,0,0,low,0
2539,0.79,0.76,3,160,3,0,0,low,0
2540,0.68,0.75,6,274,5,0,0,low,0
2541,0.9,0.84,2,199,3,0,0,low,0
2542,0.83,0.93,5,241,3,0,0,low,0
2543,0.94,0.82,3,187,3,0,0,low,0
2544,0.21,0.65,5,223,3,1,0,low,0
2545,0.58,0.87,3,268,2,0,0,low,0
2546,0.52,0.38,6,169,3,0,0,low,0
2547,0.18,0.67,5,285,5,0,0,low,0
2548,0.94,0.91,5,254,3,0,0,low,0
2549,0.69,0.5,3,208,4,0,0,low,0
2550,0.65,0.83,4,218,3,0,0,low,0
2551,0.46,0.62,2,187,3,0,0,low,0
2552,0.72,0.62,4,256,3,0,0,low,0
2553,0.3,0.37,6,278,3,0,0,low,0
2554,0.51,0.51,4,204,2,0,0,low,0
2555,0.43,0.75,3,108,2,0,0,low,0
2556,0.56,0.94,3,226,2,0,0,low,0
2557,0.63,0.91,4,246,3,0,0,medium,0
2558,0.61,0.55,5,260,3,0,0,medium,0
2559,0.53,0.73,4,248,2,0,0,medium,0
2560,0.87,0.75,3,132,3,0,0,medium,0
2561,0.68,0.7,4,185,4,0,0,medium,0
2562,0.78,0.84,3,269,2,0,0,medium,0
2563,0.49,0.95,4,156,2,0,0,medium,0
2564,0.96,0.81,3,212,3,0,0,medium,0
2565,0.83,0.74,3,221,2,0,0,medium,0
2566,0.48,0.67,5,273,3,0,0,medium,0
2567,0.63,0.86,4,271,3,1,0,medium,0
2568,0.87,0.38,4,183,5,0,0,medium,0
2569,0.21,0.9,4,271,6,0,0,high,0
2570,0.79,0.58,5,165,3,0,0,low,0
2571,0.8,0.96,3,257,5,0,0,medium,0
2572,0.78,0.82,4,143,3,0,0,medium,0
2573,0.67,0.65,5,156,2,0,0,medium,0
2574,0.67,0.71,3,190,3,1,0,medium,0
2575,0.26,0.67,2,242,6,0,0,low,0
2576,0.89,0.83,5,267,4,0,0,low,0
2577,0.7,0.53,4,152,3,0,0,low,0
2578,0.51,0.48,5,136,4,0,0,low,0
2579,0.53,0.88,3,157,3,0,0,low,0
2580,0.76,0.51,4,281,3,0,0,low,0
2581,0.86,0.93,5,208,2,0,0,low,0
2582,0.63,0.96,5,152,3,0,0,low,0
2583,0.58,0.86,5,271,3,0,0,low,0
2584,0.58,0.83,4,163,3,1,0,low,0
2585,0.9,0.82,4,136,3,0,0,low,0
2586,0.79,0.57,4,233,2,0,0,low,0
2587,0.8,0.74,4,221,4,0,0,low,0
2588,0.53,0.65,2,189,2,1,0,low,0
2589,0.52,0.84,2,226,3,0,0,low,0
2590,0.82,0.59,5,201,3,0,0,low,0
2591,0.68,0.9,2,133,4,0,0,low,0
2592,0.21,0.61,3,173,2,0,0,low,0
2593,0.81,0.5,4,152,3,1,0,low,0
2594,0.57,0.9,3,256,4,0,0,low,0
2595,0.99,0.72,3,119,2,1,0,low,0
2596,0.9,1,4,207,3,0,0,medium,0
2597,0.76,0.64,3,189,3,0,0,medium,0
2598,0.56,0.92,4,172,2,0,0,medium,0
2599,0.5,0.93,6,150,3,1,0,medium,0
2600,0.48,0.89,5,179,3,0,0,medium,0
2601,0.99,0.97,3,257,2,0,0,medium,0
2602,0.76,0.8,5,229,2,0,0,medium,0
2603,0.93,0.97,4,227,3,0,0,medium,0
2604,0.99,0.78,4,140,3,0,0,medium,0
2605,0.85,0.78,4,251,3,0,0,medium,0
2606,0.63,0.95,4,137,3,0,0,medium,0
2607,0.63,0.78,3,153,3,1,0,medium,0
2608,0.5,0.65,5,242,3,0,0,high,0
2609,0.52,0.57,3,150,3,0,0,low,0
2610,0.63,0.99,3,247,3,0,0,medium,0
2611,0.78,0.5,4,212,2,0,0,medium,0
2612,0.98,0.53,3,234,3,0,0,medium,0
2613,0.14,1,5,174,5,0,0,medium,0
2614,0.7,0.9,3,225,2,0,0,low,0
2615,0.88,0.6,4,224,2,0,0,low,0
2616,0.72,0.62,3,270,4,0,0,low,0
2617,0.88,0.51,4,139,3,0,0,low,0
2618,0.71,0.51,3,248,4,0,0,low,0
2619,0.6,0.85,3,172,2,0,0,low,0
2620,0.88,0.86,4,224,3,1,0,low,0
2621,0.55,0.72,5,232,4,0,0,low,0
2622,0.85,0.55,4,260,2,1,0,low,0
2623,0.84,0.51,2,117,4,0,0,low,0
2624,0.91,0.61,4,243,2,1,0,low,0
2625,0.82,0.62,4,202,2,0,0,low,0
2626,0.6,0.91,2,168,4,0,0,low,0
2627,0.89,0.71,5,194,3,0,0,low,0
2628,0.6,0.97,4,219,4,1,0,low,0
2629,0.64,0.52,4,207,3,0,0,low,0
2630,0.93,0.88,4,177,3,0,0,low,0
2631,0.81,0.99,3,239,2,1,0,low,0
2632,0.31,0.49,4,165,3,1,0,low,0
2633,0.68,0.69,4,225,2,0,0,low,0
2634,0.78,0.59,3,212,2,0,0,low,0
2635,0.44,0.42,4,159,4,0,0,medium,0
2636,0.64,0.93,4,233,2,1,0,medium,0
2637,0.81,0.63,4,108,6,0,0,medium,0
2638,0.5,0.49,3,214,3,0,0,medium,0
2639,0.69,0.61,5,229,3,0,0,medium,0
2640,0.77,0.75,4,223,3,0,0,medium,0
2641,0.69,0.56,4,178,3,0,0,medium,0
2642,0.87,0.68,4,246,2,0,0,medium,0
2643,0.85,0.91,4,145,3,0,0,medium,0
2644,0.83,0.83,4,224,4,0,0,medium,0
2645,0.68,0.51,3,259,3,0,0,medium,0
2646,0.78,0.65,4,207,2,0,0,medium,0
2647,0.78,0.89,3,253,3,0,0,high,0
2648,0.93,0.68,4,196,2,1,0,low,0
2649,0.54,0.75,3,240,3,0,0,medium,0
2650,0.76,0.56,3,255,3,0,0,medium,0
2651,0.4,0.72,3,139,2,0,0,medium,0
2652,0.73,0.81,3,168,2,0,0,medium,0
2653,0.86,0.98,5,233,3,0,0,low,0
2654,0.38,0.68,5,211,6,0,0,low,0
2655,0.71,0.48,5,114,3,0,0,low,0
2656,0.58,0.97,5,202,2,0,0,low,0
2657,0.67,0.59,3,177,3,1,0,low,0
2658,0.55,0.76,4,233,4,0,0,low,0
2659,0.76,0.98,2,111,2,0,0,low,0
2660,0.7,0.82,3,178,3,0,0,low,0
2661,0.66,0.46,4,204,4,0,0,low,0
2662,0.96,0.72,3,272,3,0,0,low,0
2663,0.6,0.77,4,157,4,0,0,low,0
2664,0.54,0.94,5,229,3,1,0,low,0
2665,0.85,0.9,5,202,3,0,0,low,0
2666,0.96,0.84,3,264,3,0,0,low,0
2667,0.86,0.62,3,256,3,1,0,low,0
2668,0.53,0.87,3,151,2,0,0,low,0
2669,0.91,0.95,3,251,3,0,0,low,0
2670,0.33,0.7,5,271,4,0,0,low,0
2671,0.75,0.73,4,274,2,0,0,low,0
2672,0.97,0.8,3,169,3,0,0,low,0
2673,0.68,0.51,4,176,4,1,0,low,0
2674,0.68,0.7,5,168,2,0,0,medium,0
2675,0.57,0.87,4,171,2,0,0,medium,0
2676,0.87,0.9,4,214,3,0,0,medium,0
2677,0.5,0.91,5,224,2,1,0,medium,0
2678,0.76,0.59,3,191,4,0,0,medium,0
2679,0.79,0.61,5,96,4,0,0,medium,0
2680,0.17,0.9,6,217,6,1,0,medium,0
2681,0.6,0.62,4,135,2,1,0,medium,0
2682,0.89,0.67,3,226,3,0,0,medium,0
2683,0.69,0.87,3,202,2,0,0,medium,0
2684,0.68,0.85,2,180,6,0,0,medium,0
2685,0.61,0.87,5,174,4,0,0,medium,0
2686,0.63,0.5,3,140,2,0,0,high,0
2687,0.5,0.96,4,147,3,0,0,low,0
2688,0.49,0.74,2,263,3,1,0,medium,0
2689,0.83,0.55,5,261,5,0,0,medium,0
2690,0.59,0.71,2,176,2,1,0,medium,0
2691,0.75,0.93,2,98,5,0,0,medium,0
2692,0.66,0.48,3,192,3,1,0,low,0
2693,0.68,0.51,4,157,3,0,0,low,0
2694,0.73,0.58,5,230,3,0,0,low,0
2695,0.98,0.53,4,192,2,1,0,low,0
2696,0.86,0.65,3,161,3,0,0,low,0
2697,0.5,0.55,3,176,3,0,0,low,0
2698,0.76,0.76,3,216,3,0,0,low,0
2699,0.3,0.47,4,176,2,0,0,low,0
2700,0.3,0.86,3,276,5,1,0,low,0
2701,0.64,0.59,3,174,3,1,0,low,0
2702,0.59,0.75,3,106,2,0,0,low,0
2703,0.85,0.63,4,154,3,0,0,low,0
2704,0.76,0.93,3,271,5,0,0,low,0
2705,0.63,0.5,5,246,2,0,0,low,0
2706,0.65,0.86,4,264,2,1,0,low,0
2707,0.43,0.68,3,197,2,0,0,low,0
2708,0.83,0.56,4,165,2,0,0,low,0
2709,0.49,0.77,4,218,2,0,0,low,0
2710,0.67,0.73,3,203,2,0,0,low,0
2711,0.9,0.47,2,107,6,1,0,low,0
2712,0.83,0.96,3,179,2,0,0,low,0
2713,0.92,0.84,5,264,3,0,0,medium,0
2714,0.83,0.7,5,154,3,0,0,medium,0
2715,0.64,0.55,4,167,3,1,0,medium,0
2716,0.93,0.97,4,158,3,1,0,medium,0
2717,0.6,0.87,4,227,3,1,0,medium,0
2718,0.74,0.69,3,230,2,0,0,medium,0
2719,0.56,0.75,5,143,5,0,0,medium,0
2720,0.61,0.77,4,142,3,0,0,medium,0
2721,0.63,0.62,4,184,4,0,0,medium,0
2722,0.24,0.62,5,169,4,0,0,medium,0
2723,0.17,0.56,5,218,4,1,0,medium,0
2724,0.46,0.64,2,121,3,0,0,medium,0
2725,0.68,0.48,4,251,4,0,0,high,0
2726,0.68,0.6,2,192,6,0,0,low,0
2727,0.16,0.71,6,227,5,0,0,medium,0
2728,0.15,0.56,6,140,5,0,0,medium,0
2729,0.55,0.49,3,152,2,0,0,medium,0
2730,0.72,0.66,4,202,4,0,0,medium,0
2731,0.91,0.89,2,219,4,0,0,low,0
2732,0.3,0.91,4,248,4,0,0,low,0
2733,0.56,0.68,5,203,2,0,0,low,0
2734,0.94,0.94,3,255,3,0,0,low,0
2735,0.82,0.63,5,177,3,0,0,low,0
2736,0.66,0.86,5,185,3,0,0,low,0
2737,0.74,0.64,4,101,6,1,0,low,0
2738,0.63,0.5,3,246,3,0,0,low,0
2739,0.65,0.42,6,220,2,0,0,low,0
2740,0.56,0.81,3,145,2,0,0,low,0
2741,0.32,0.73,6,194,5,0,0,low,0
2742,0.8,0.9,4,241,2,0,0,low,0
2743,0.34,0.87,6,175,4,0,0,low,0
2744,0.62,0.71,5,149,2,0,0,low,0
2745,0.5,0.86,3,253,2,0,0,low,0
2746,0.58,0.98,5,218,3,0,0,low,0
2747,0.94,0.9,2,263,3,0,0,low,0
2748,0.67,0.99,4,247,3,1,0,low,0
2749,0.2,0.74,6,148,4,0,0,low,0
2750,0.91,0.59,5,162,2,0,0,low,0
2751,0.91,0.67,2,255,4,0,0,low,0
2752,0.78,0.87,3,191,3,1,0,medium,0
2753,0.82,0.55,3,217,4,1,0,medium,0
2754,0.54,0.96,3,201,3,0,0,medium,0
2755,0.53,0.81,3,253,3,0,0,medium,0
2756,0.47,0.55,4,122,5,1,0,medium,0
2757,0.87,0.5,3,269,3,0,0,medium,0
2758,0.5,0.68,4,161,3,0,0,medium,0
2759,0.59,0.83,3,156,2,0,0,medium,0
2760,0.89,0.69,3,173,3,0,0,medium,0
2761,0.54,0.49,4,152,3,1,0,medium,0
2762,0.62,0.85,3,145,3,0,0,medium,0
2763,0.91,0.85,3,248,3,0,0,medium,0
2764,0.84,0.99,2,184,2,0,0,high,0
2765,0.69,0.65,4,232,2,1,0,low,0
2766,0.76,0.63,3,162,2,0,0,medium,0
2767,0.8,0.54,4,269,3,0,0,medium,0
2768,0.4,0.47,5,108,3,0,0,medium,0
2769,0.8,0.99,3,248,3,1,0,medium,0
2770,0.76,0.4,2,122,5,0,0,low,0
2771,0.55,0.9,4,273,2,1,0,low,0
2772,0.98,0.63,3,285,6,0,0,low,0
2773,0.54,0.56,4,227,3,0,0,low,0
2774,0.63,0.56,4,248,2,1,0,low,0
2775,0.88,0.63,3,257,3,0,0,low,0
2776,0.5,0.95,5,194,3,0,0,low,0
2777,0.52,0.72,3,253,3,0,0,low,0
2778,0.89,0.95,4,141,3,0,0,low,0
2779,0.55,0.9,4,199,3,0,0,low,0
2780,0.51,0.81,3,143,2,0,0,low,0
2781,0.35,0.52,5,244,3,0,0,low,0
2782,0.54,0.71,5,173,2,0,0,low,0
2783,0.72,0.84,4,186,3,0,0,low,0
2784,0.61,0.93,2,247,3,0,0,low,0
2785,0.17,0.93,3,218,4,0,0,low,0
2786,0.71,0.88,3,140,2,0,0,low,0
2787,0.88,0.52,4,166,2,0,0,low,0
2788,0.48,1,3,216,2,0,0,low,0
2789,0.16,0.97,6,235,3,0,0,low,0
2790,0.62,0.72,3,188,3,0,0,low,0
2791,0.59,0.47,3,143,2,0,0,medium,0
2792,0.14,0.9,4,198,4,0,0,medium,0
2793,0.96,0.92,4,148,3,0,0,medium,0
2794,0.96,0.42,6,101,4,0,0,medium,0
2795,0.13,0.89,4,249,6,1,0,medium,0
2796,0.64,0.61,5,249,3,1,0,medium,0
2797,0.64,0.67,5,198,2,1,0,medium,0
2798,0.57,0.72,3,202,3,1,0,medium,0
2799,0.49,1,3,176,3,0,0,medium,0
2800,0.89,0.79,4,133,2,0,0,medium,0
2801,0.94,0.75,5,238,2,0,0,medium,0
2802,0.51,0.58,2,181,4,0,0,medium,0
2803,0.8,0.85,5,242,3,0,0,high,0
2804,0.74,0.51,4,185,2,1,0,low,0
2805,0.66,0.85,4,237,3,1,0,medium,0
2806,0.66,0.99,5,244,3,0,0,medium,0
2807,0.59,0.62,3,178,4,0,0,medium,0
2808,0.91,0.57,3,164,3,0,0,medium,0
2809,0.83,0.98,5,189,4,1,0,low,0
2810,0.5,0.91,3,212,2,0,0,low,0
2811,0.69,0.97,4,233,3,0,0,low,0
2812,0.87,0.91,5,268,3,0,0,low,0
2813,0.37,0.43,2,155,2,0,0,low,0
2814,0.9,0.98,4,257,3,0,0,low,0
2815,0.68,0.41,4,254,5,0,0,low,0
2816,0.93,0.63,4,143,3,1,0,low,0
2817,0.95,0.45,3,225,2,0,0,low,0
2818,0.99,1,4,223,2,1,0,low,0
2819,0.64,0.9,2,101,6,0,0,low,0
2820,0.96,0.37,2,159,6,0,0,low,0
2821,0.92,0.54,5,141,2,0,0,low,0
2822,0.22,0.52,5,147,5,1,0,low,0
2823,0.82,0.99,5,252,3,1,0,low,0
2824,0.75,0.89,3,196,3,0,0,low,0
2825,0.2,0.89,6,244,3,0,0,low,0
2826,0.64,0.73,3,142,3,0,0,low,0
2827,0.62,0.9,4,155,4,0,0,low,0
2828,0.73,0.59,3,219,2,0,0,low,0
2829,0.52,0.51,3,213,4,0,0,low,0
2830,0.63,0.67,5,263,3,0,0,medium,0
2831,0.84,0.92,4,274,3,0,0,medium,0
2832,0.49,0.96,3,140,3,0,0,medium,0
2833,0.54,0.78,4,176,2,0,0,medium,0
2834,0.52,0.78,4,206,2,0,0,medium,0
2835,0.66,0.63,6,223,6,0,0,medium,0
2836,0.73,0.41,2,231,6,1,0,medium,0
2837,0.54,0.64,3,250,3,0,0,medium,0
2838,0.72,0.68,5,266,4,0,0,medium,0
2839,0.75,0.64,4,247,3,1,0,medium,0
2840,0.77,0.57,3,189,2,0,0,medium,0
2841,0.42,0.94,5,227,5,0,0,medium,0
2842,0.13,0.69,4,127,4,0,0,high,0
2843,0.73,0.88,5,204,5,0,0,low,0
2844,0.5,0.95,5,137,3,0,0,medium,0
2845,0.92,0.62,4,265,3,1,0,medium,0
2846,0.73,0.66,3,135,2,0,0,medium,0
2847,0.74,0.38,2,126,3,0,0,medium,0
2848,0.76,0.78,3,189,2,0,0,low,0
2849,0.53,0.92,3,207,4,1,0,low,0
2850,0.65,0.72,3,134,3,0,0,low,0
2851,0.91,0.85,4,203,2,0,0,low,0
2852,0.69,0.76,5,222,3,1,0,low,0
2853,0.56,0.66,3,232,2,0,0,low,0
2854,0.55,0.81,4,267,5,0,0,low,0
2855,0.74,0.5,5,131,3,0,0,low,0
2856,0.86,0.86,3,155,4,0,0,low,0
2857,0.82,0.74,3,232,3,0,0,low,0
2858,0.35,0.8,3,137,5,0,0,low,0
2859,0.93,0.99,4,136,4,0,0,low,0
2860,0.55,0.77,3,237,2,0,0,low,0
2861,0.99,0.68,4,190,3,0,0,low,0
2862,0.91,0.89,4,144,3,1,0,low,0
2863,0.24,0.65,6,194,3,0,0,low,0
2864,0.77,0.67,3,186,2,0,0,low,0
2865,0.64,0.66,3,218,3,0,0,low,0
2866,0.58,0.76,5,260,2,1,0,low,0
2867,0.65,0.99,4,200,4,0,0,low,0
2868,0.44,0.68,3,140,3,0,0,low,0
2869,0.59,0.75,2,156,3,0,0,medium,0
2870,0.99,0.56,3,193,3,1,0,medium,0
2871,0.75,0.79,4,145,3,0,0,medium,0
2872,0.77,0.49,4,217,2,0,0,medium,0
2873,0.85,0.64,4,162,3,0,0,medium,0
2874,0.77,0.93,5,182,4,0,0,medium,0
2875,0.54,0.95,3,221,3,0,0,medium,0
2876,0.69,0.82,4,208,2,0,0,medium,0
2877,0.66,0.65,5,161,3,0,0,medium,0
2878,0.51,0.65,4,269,3,0,0,medium,0
2879,0.74,0.59,4,155,3,0,0,medium,0
2880,0.55,0.72,3,110,3,0,0,medium,0
2881,0.65,0.84,3,154,3,0,0,high,0
2882,0.2,0.77,6,213,4,0,0,low,0
2883,0.92,0.94,5,248,3,0,0,medium,0
2884,0.57,0.6,3,202,3,0,0,medium,0
2885,0.75,0.78,2,251,6,0,0,medium,0
2886,0.68,0.84,3,239,2,0,0,medium,0
2887,0.97,0.7,3,203,3,0,0,low,0
2888,0.79,0.48,4,184,5,1,0,low,0
2889,0.66,0.75,4,203,3,1,0,low,0
2890,0.96,0.69,3,214,2,1,0,low,0
2891,0.73,0.69,4,161,3,0,0,low,0
2892,0.29,0.58,5,234,2,0,0,low,0
2893,0.58,0.56,3,151,2,0,0,low,0
2894,0.72,0.58,4,149,3,0,0,low,0
2895,0.94,0.87,4,240,3,0,0,low,0
2896,0.48,0.56,5,140,2,0,0,low,0
2897,0.6,0.99,3,187,2,0,0,low,0
2898,0.97,0.58,5,156,2,1,0,low,0
2899,0.74,0.41,4,250,4,0,0,low,0
2900,0.97,0.61,3,165,2,0,0,low,0
2901,0.88,0.67,5,260,3,1,0,low,0
2902,0.5,0.7,3,274,3,0,0,low,0
2903,0.93,0.98,4,160,3,0,0,low,0
2904,0.3,0.7,5,280,4,1,0,low,0
2905,0.69,0.53,3,142,3,0,0,low,0
2906,0.69,0.9,2,155,2,0,0,low,0
2907,0.53,0.67,4,167,2,0,0,low,0
2908,0.32,0.8,3,263,3,0,0,medium,0
2909,0.73,0.75,3,259,4,0,0,medium,0
2910,0.77,0.61,4,223,3,0,0,medium,0
2911,0.59,0.81,6,123,5,0,0,medium,0
2912,0.19,0.51,5,226,3,0,0,medium,0
2913,0.78,0.95,3,270,2,0,0,medium,0
2914,0.84,0.74,3,139,3,0,0,medium,0
2915,0.65,0.77,5,241,2,0,0,medium,0
2916,0.38,0.43,2,160,6,0,0,medium,0
2917,0.12,0.47,3,258,5,0,0,medium,0
2918,0.74,0.81,5,106,5,0,0,medium,0
2919,0.67,0.82,4,171,2,0,0,medium,0
2920,0.5,0.79,3,186,3,0,0,high,0
2921,0.99,0.39,6,214,5,1,0,low,0
2922,0.79,0.89,4,240,3,0,0,medium,0
2923,0.72,0.51,4,164,3,0,0,medium,0
2924,0.83,0.57,4,232,3,0,0,medium,0
2925,0.69,0.55,5,242,2,0,0,medium,0
2926,0.5,0.89,5,222,3,0,0,low,0
2927,0.82,0.84,3,139,2,1,0,low,0
2928,0.68,0.56,4,272,3,0,0,low,0
2929,0.82,0.69,4,262,2,0,0,low,0
2930,0.32,0.81,2,249,3,0,0,low,0
2931,0.93,0.86,4,219,3,0,0,low,0
2932,0.42,0.73,4,208,5,0,0,low,0
2933,0.22,0.44,3,166,6,0,0,low,0
2934,0.56,0.88,3,174,3,0,0,low,0
2935,0.77,0.75,4,225,3,0,0,low,0
2936,0.29,0.48,2,116,6,1,0,low,0
2937,0.97,0.65,3,219,2,0,0,low,0
2938,0.91,0.7,4,196,2,0,0,low,0
2939,0.52,0.67,4,210,3,1,0,low,0
2940,0.54,0.64,2,219,3,0,0,low,0
2941,0.54,0.98,3,197,3,0,0,low,0
2942,0.67,0.52,2,102,6,0,0,low,0
2943,0.72,0.85,3,186,4,0,0,low,0
2944,0.68,0.51,4,224,2,0,0,low,0
2945,0.65,0.98,3,283,2,1,0,low,0
2946,0.72,0.98,5,197,4,0,0,low,0
2947,0.51,0.79,5,267,3,0,0,medium,0
2948,0.8,0.58,4,172,3,0,0,medium,0
2949,0.83,0.93,4,261,2,0,0,medium,0
2950,0.15,0.86,3,204,4,0,0,medium,0
2951,0.5,0.73,4,237,2,0,0,medium,0
2952,0.8,0.55,2,212,3,0,0,medium,0
2953,0.96,0.62,4,217,2,0,0,medium,0
2954,0.67,0.7,5,159,3,1,0,medium,0
2955,0.98,0.96,5,139,3,0,0,medium,0
2956,0.88,0.59,5,230,3,0,0,medium,0
2957,0.85,0.79,3,157,4,0,0,medium,0
2958,0.75,0.7,5,269,3,0,0,medium,0
2959,0.38,0.77,2,170,3,0,0,high,0
2960,0.55,0.82,2,197,4,0,0,low,0
2961,0.63,0.89,4,246,3,0,0,medium,0
2962,0.78,0.51,4,278,3,0,0,medium,0
2963,0.99,0.84,5,138,2,0,0,medium,0
2964,0.72,0.87,3,238,3,0,0,medium,0
2965,0.14,0.83,5,175,6,1,0,low,0
2966,0.81,0.67,4,216,3,0,0,low,0
2967,0.73,0.86,4,196,4,1,0,low,0
2968,0.58,0.8,5,187,3,1,0,low,0
2969,0.24,0.85,4,155,5,0,0,low,0
2970,0.31,0.86,3,205,5,0,0,low,0
2971,0.74,0.63,3,230,2,0,0,low,0
2972,0.86,0.69,5,157,3,0,0,low,0
2973,0.22,0.8,4,287,4,0,0,low,0
2974,0.66,0.7,4,161,3,0,0,low,0
2975,0.21,0.76,5,239,2,0,0,low,0
2976,0.95,0.61,3,267,2,0,0,low,0
2977,0.24,0.55,5,208,5,0,0,low,0
2978,0.66,0.95,3,133,3,0,0,low,0
2979,0.88,0.86,3,187,3,0,0,low,0
2980,0.67,0.61,4,140,2,0,0,low,0
2981,0.75,0.58,4,270,3,0,0,low,0
2982,0.93,0.48,3,147,3,0,0,low,0
2983,0.64,0.71,3,181,2,0,0,low,0
2984,0.51,0.53,3,156,3,0,0,low,0
2985,0.98,0.5,4,207,3,0,0,low,0
2986,0.72,0.63,4,241,4,1,0,medium,0
2987,0.51,0.75,4,154,3,0,0,medium,0
2988,0.54,0.58,4,206,3,0,0,medium,0
2989,0.99,0.76,4,204,2,0,0,medium,0
2990,0.44,0.9,4,117,3,0,0,medium,0
2991,0.74,0.48,5,144,3,0,0,medium,0
2992,0.9,0.77,3,156,3,0,0,medium,0
2993,0.86,0.58,4,211,4,0,0,medium,0
2994,0.66,0.52,3,149,4,1,0,medium,0
2995,0.64,0.96,4,152,5,0,0,medium,0
2996,0.5,0.59,4,192,2,0,0,medium,0
2997,0.88,0.68,4,274,4,0,0,medium,0
2998,0.72,0.47,5,168,6,0,0,high,0
2999,0.53,0.53,4,205,3,0,0,low,0
3000,0.83,0.77,3,228,3,0,0,medium,0
3001,0.24,0.52,4,228,5,0,0,medium,0
3002,0.66,0.75,5,227,3,1,0,medium,0
3003,0.43,0.63,3,156,3,0,0,medium,0
3004,0.75,0.66,5,177,2,0,0,low,0
3005,0.42,0.89,6,188,5,1,0,low,0
3006,0.54,0.74,3,185,4,0,0,low,0
3007,0.84,0.85,3,153,4,0,0,low,0
3008,0.95,0.79,4,174,3,0,0,low,0
3009,0.6,0.61,4,209,3,0,0,low,0
3010,0.95,0.71,3,251,2,1,0,low,0
3011,0.62,0.89,3,153,3,1,0,low,0
3012,0.89,0.73,3,210,2,0,0,low,0
3013,0.73,0.93,5,167,3,0,0,low,0
3014,0.86,0.94,3,151,2,0,0,low,0
3015,0.76,0.73,3,158,2,0,0,low,0
3016,0.91,0.76,3,116,5,0,0,low,0
3017,1,0.81,5,178,2,0,0,low,0
3018,0.98,0.78,4,155,3,1,0,low,0
3019,0.65,0.89,3,151,2,0,0,low,0
3020,0.62,0.79,4,216,2,1,0,low,0
3021,0.83,0.82,5,179,3,0,0,low,0
3022,0.75,1,4,135,4,0,0,low,0
3023,0.82,0.63,4,232,4,0,0,low,0
3024,0.69,0.68,4,168,3,0,0,low,0
3025,0.41,0.96,6,171,5,1,0,medium,0
3026,0.52,0.64,5,258,2,0,0,medium,0
3027,0.74,0.86,3,221,2,0,0,medium,0
3028,0.33,0.96,5,97,3,0,0,medium,0
3029,0.8,0.69,3,164,3,0,0,medium,0
3030,0.82,0.89,4,237,3,0,0,medium,0
3031,0.59,0.65,5,161,2,0,0,medium,0
3032,0.98,0.8,4,134,2,1,0,medium,0
3033,0.93,0.94,4,188,3,0,0,medium,0
3034,0.49,0.95,4,181,3,0,0,medium,0
3035,0.6,0.94,4,160,2,0,0,medium,0
3036,0.34,0.82,6,197,5,1,0,medium,0
3037,0.71,0.77,3,145,3,0,0,high,0
3038,0.6,0.64,5,221,2,0,0,low,0
3039,0.12,0.78,6,260,5,0,0,medium,0
3040,0.16,0.87,3,99,5,1,0,medium,0
3041,0.57,0.61,3,243,3,0,0,medium,0
3042,0.72,0.8,5,244,3,0,0,medium,0
3043,0.91,0.55,4,179,4,0,0,low,0
3044,0.95,0.49,4,146,6,1,0,low,0
3045,0.71,0.9,3,262,2,1,0,low,0
3046,0.9,0.69,4,174,2,0,0,low,0
3047,0.66,0.81,4,148,4,0,0,low,0
3048,0.48,0.59,5,235,3,0,0,low,0
3049,0.82,0.82,5,285,2,1,0,low,0
3050,0.83,0.79,4,143,3,0,0,low,0
3051,0.85,0.82,6,141,5,0,0,low,0
3052,0.84,0.47,3,125,4,0,0,low,0
3053,0.99,0.51,4,232,3,0,0,low,0
3054,0.54,0.72,3,172,2,0,0,low,0
3055,0.64,0.42,5,283,5,0,0,low,0
3056,0.67,0.68,3,189,3,0,0,low,0
3057,0.48,0.54,2,144,3,0,0,low,0
3058,0.58,0.77,4,145,3,1,0,low,0
3059,0.54,0.59,3,200,3,0,0,low,0
3060,0.25,0.65,3,264,4,0,0,low,0
3061,0.9,0.53,3,215,3,0,0,low,0
